obf,count,score,alpha,beta
-----------OX------XO-----XXOO----OXOX-----XO------------------- X;,203,-4,0,64
------------X------XX-----OOOOX---XXOOO----O-------------------- X;,75,-4,0,64
-------------------XXX----OOOOX---XXOOO----O-------------------- X;,34,-6,0,64
-------------X-----XX-----OOOOX---XXOOO----O-------------------- X;,7,-6,0,64
-----------OX------OO------OOO---XXXOX-----XO------------------- X;,7,-8,0,64
-----------OX------OO----X-OOO----XXOX-----XO------------------- X;,3,-8,0,64
-------------------OX----XOOX----OOOXX----XOO------------------- X;,11,-12,0,64
-------------------OX----XOXX----XOOXX---XO-O------------------- X;,1,-16,0,64
-------------------OX----XOOX---XXXOXX-----OO------------------- X;,2,-18,0,64
-----------OX-----XXX-----XOX-----XOOX------OO------------------ X;,5,-10,0,64
----------XO------XXX-----XOX-----XOOX------OO------------------ X;,6,-10,0,64
-----------O------XOX-----XOX-----XOXX----XOO------------------- X;,5,-14,0,64
-------------------X-----XXXXX-----OOOO----XOO------O----------- X;,0,-14,0,64
-------------------XXX---X-OOOO---XOXX----OX-------------------- X;,1,-14,0,64
----X------X------XOX-----XOX-----XOOX------OO------------------ X;,1,-16,0,64
--X--------X------XOX-----XOX-----XOOX------OO------------------ X;,0,-16,0,64
-------------------XXX-----XOOO---XOXX---XOX-------------------- X;,0,-24,0,64
-------------X----OOXX----XOOX-----XOO-----XO------------------- X;,2,-12,0,64
------------------XX------XXXX----XOOO----XOO------O------------ X;,1,-12,0,64
------------X------XOX----XOOX----OOOO-----XO------------------- X;,2,-14,0,64
----------X--------XX-----OOX-----XOOX----XOOO------------------ X;,7,-16,0,64
-----------X-------XXX----XXOX----OOOO-----XO------------------- X;,4,-16,0,64
-------------------OX----XXXXO----XOOX----XOO------------------- X;,19,-18,0,64
------------------XXX-----XXX----OOOXX----XOO------------------- X;,0,-18,0,64
----------X--------XX-----OXX-----XXOX-----OOO----O------------- X;,1,-12,0,64
----------X-------XXX-----XOX-----XOOOO-----OO------------------ X;,0,-14,0,64
-------------------XO-X----OOX----OOOX---XXXO------------------- X;,0,-16,0,64
-------------------XO-X----OOX---XXXOX----OX-O------------------ X;,0,-16,0,64
----------X--------XX-----XOX----XXOOOO-----OO------------------ X;,0,-16,0,64
-------------------XO-X--X-OOX---OOOXX----OX-------------------- X;,0,-18,0,64
-------------X-----XX------XXXX---XOOOO---OO-------------------- X;,0,-18,0,64
-----------X------OOOX----XOOX-----XOO-----XO------------------- X;,2,-14,0,64
-----------------XXX-----XXOXX-----OOO-----OO------O------------ X;,0,-14,0,64
-----------X------XXO----XXOOX-----OOO-----XO------------------- X;,1,-16,0,64
----------X-------XX-----XXOXX-----OOO----OOO------------------- X;,0,-16,0,64
-------------------XO-X---OOOX---XOOXX----OX-------------------- X;,0,-16,0,64
-------------------XXX----OOOX---XOOXX----OX-------------------- X;,0,-18,0,64
------------X------XX------OXO---XXOXX----OOO------------------- X;,1,-20,0,64
------------X-------XO----XXOX----XOX----X-OOO------------------ X;,0,-22,0,64
-----------OX-----OO-X----XOXX-----XOO-----XO------------------- X;,3,-16,0,64
----------X-------XX------XOXX---X-OOO-----OO------O------------ X;,0,-16,0,64
-----------------XXX------XOXX---X-OOO----OOO------------------- X;,0,-16,0,64
-------------------XXX---XOOOX----OOXX----OX-------------------- X;,0,-20,0,64
-------------X-----XX----X-XOO---OOOXX----OX-------------------- X;,0,-22,0,64
------------X------XXO---X-OOO----XOXX----OX-------------------- X;,0,-22,0,64
----------O-X-----XOO-----XXOX----XOOX------O------------------- X;,5,-6,0,64
--------------------OX----XOXX---OOOOX----XOO------------------- X;,34,-8,0,64
-------------------OOX----XOXX----XXOX-----OOO------------------ X;,3,-8,0,64
------------------XXXX----XOOOO---XOOX-----O-------------------- X;,2,-8,0,64
-----------X--------X-----XOOX---OOOOX----XOO------------------- X;,0,-8,0,64
-------------X----XOX-----XXOX----XOOO------O-O----------------- X;,0,-8,0,64
----------X-------XXOO----XXOX----XOOX------O------------------- X;,1,-10,0,64
-----------X------XXX-----XXOX----XOOOO-----O------------------- X;,0,-14,0,64
-------------X-----OX-----XOOX----XOOX----XOO------------------- X;,0,-14,0,64
------------X-----XXX-----XXOO----XOOO------OO------------------ X;,3,-8,0,64
------------X-----XXO-----XXOX----XOOX------OO------------------ X;,0,-14,0,64
------------------XXX-----XXXX---X-OOO-----OOO------------------ X;,0,-16,0,64
-------------------XXX---XOOOX----OOO-X---OX-------------------- X;,1,-18,0,64
-------------------XXX----OOOX----XOO-X--XXX-------------------- X;,0,-22,0,64
------------O-X-----OX---X-OOO----XXO-----XXX------------------- X;,0,-34,0,64
-------------X------XX-----XXX----XXXOO----OOO------------------ X;,0,-14,0,64
----------X-------XX------XOX----XOOOX--X---OO------------------ X;,0,-16,0,64
----------X-------XX------XOX----OOXXX---OX-O------------------- X;,1,-18,0,64
--------------------X------XXX----XOO-X--XXOO------OO----------- X;,0,-18,0,64
--------------------X------XXXX---XOO----XXOO------OO----------- X;,0,-20,0,64
-----------O-------OXXX----XOX----XOX----XOX-------------------- X;,0,-24,0,64
----------X-------XX------XOX---XXXXOX------OO------------------ X;,0,-24,0,64
--------------------X-----XXXXX---XXOO----XOO------O------------ X;,0,-16,0,64
------------X-----O-X-----OOXX---XOOO---X-XO-------------------- X;,0,-18,0,64
------------X-------XO--X-XOOX---XOOO-----XO-------------------- X;,1,-18,0,64
------------X-----O-X-----XOXX---OXOO----XXO-------------------- X;,0,-18,0,64
--------------------X-----XXXX----XXOOX---XOO------O------------ X;,1,-16,0,64
-----------X--------XO----XOOX---XOOO---X-XO-------------------- X;,0,-18,0,64
-----------X--------XO--X-XOOX---XOOO-----XO-------------------- X;,0,-18,0,64
-----------X-------OX-----OOXX---OXOO----XXO-------------------- X;,0,-18,0,64
------------O-----X-OOX----XOX----OOX-----XXX------------------- X;,0,-18,0,64
-------------X-----OXXX---XOOX----XOO-----XO-------------------- X;,0,-18,0,64
-------------X------XO----XXOX----XXOX----XOO------------------- X;,0,-18,0,64
-------------------XXX-----XOX----XOO-X--XOOO------------------- X;,0,-22,0,64
-------------------XXX----OXXXX---OOO----XOX-------------------- X;,0,-24,0,64
-------------------XXXX----XOX---OOOX----XOX-------------------- X;,0,-24,0,64
-------------------XXX----OXXX----OXXX---XOX-------------------- X;,0,-28,0,64
------------OXX-----OX----XXOX----XXO-----XO-------------------- X;,0,-32,0,64
-------------------X-O---XXXXO-----OOO----OOOO------------------ X;,11,-8,0,64
-------------X-----X-X---XXXOOO----OO-----OOO------------------- X;,3,-8,0,64
-----------X-------X-OX---XXOX-----OOO----OOO------------------- X;,2,-8,0,64
------------X-----O-X-----OOXX----OOO-----XOOO------------------ X;,3,-10,0,64
-----------X-------XOO----XXOXX----OOO----OX-------------------- X;,0,-14,0,64
-------------X----OOOO-----XO----XXXOX-----X-O------------------ X;,0,-14,0,64
--------------------X-----OXXXX--OOOO-----XOOO------------------ X;,2,-10,0,64
------------X-----O-X-----OOXX---XXOX------OO------O------------ X;,1,-12,0,64
--------------------X----O-XXXX--OOOO----X-OOO------------------ X;,0,-12,0,64
-----------X-------X-OO---XXXOX----XOO------O-------O----------- X;,0,-14,0,64
------------X-----O-X-----OXXX----OOX----XOO-------O------------ X;,0,-20,0,64
-----------X-OX----X-O----XXXO-----XOO------O-------O----------- X;,0,-30,0,64
--------------------X-----XXXXX--OOOO-----XOOO------------------ X;,4,-12,0,64
------------------O-X------OXXX---XOO----XXOOO------------------ X;,0,-16,0,64
------------X----OO-X----XOXXX----OOO-----XO-------------------- X;,0,-18,0,64
------------X-----O-X----OOXXX----OOO----XXO-------------------- X;,1,-18,0,64
----------X-X----OX-X-----OOXX----XOO-----XO-------------------- X;,0,-18,0,64
------------X----OOOX----XOXXX----XOO----X---------------------- X;,1,-16,0,64
----------XOX-----XOX----XXOXX----OOO--------------------------- X;,2,-18,0,64
-----------XX-----XOX----XXOOX----OOOO-------------------------- X;,0,-18,0,64
-----------OX----XXOX----XXOXX----OOO--------------------------- X;,2,-20,0,64
------------X----OOOX----XOOXX----XOX------X-------------------- X;,2,-22,0,64
-----------X-------XOO----XXOXX----XOO-----XO------------------- X;,1,-22,0,64
------------X-----OOOO---XXOXX----XXO-----X--------------------- X;,0,-22,0,64
------------X-----OOX-----OOXX----XOO----XXO-------------------- X;,1,-16,0,64
-------------X----OOX-----OOOX---XXOX------O-------O------------ X;,0,-16,0,64
------------X-----OOX-----OOXX----OXXX---XO--------------------- X;,0,-20,0,64
----------O-X----XOXX-----OOXX----XOO----X---------------------- X;,0,-22,0,64
-----------OX-----OOX-----XOXX---XXOO----X---------------------- X;,0,-22,0,64
----------XOX-----XOX-----XOXX----XOO----X---------------------- X;,0,-22,0,64
------------OX----OOO-----OOO----XXXXX-----X-------------------- X;,0,-22,0,64
-----------------XXX-O----XOOX---X-OO-----OOO------------------- X;,0,-10,0,64
----------X-------XX-O----XOOX---X-OO-----OOO------------------- X;,0,-12,0,64
------------OX----OOO----X-XO-----XOXX----OX-------------------- X;,0,-16,0,64
------------X-----OX-XO---XXXOX----XOO-----X-------------------- X;,0,-20,0,64
------------X-----OOOOX---XOOX-----XXO-----X-------------------- X;,0,-20,0,64
------------X-----OOX----XOOX-----OOXX----OX-------------------- X;,0,-24,0,64
------------XOX---OX-O----XOXO-----XOO-----X-------------------- X;,0,-30,0,64
-----------------XXX-O----XOO----X-OOX----OOO------------------- X;,0,-10,0,64
----------X-------XX------XOX----X-OOOO---OOO------------------- X;,0,-12,0,64
------------X-----OOX----XOOXX----OOX-----OX-------------------- X;,0,-22,0,64
------------OX----OOO----X-XOX----XOX-----OX-------------------- X;,0,-24,0,64
-----------X-----OX-XO---XOXXX----XOX------X-------------------- X;,0,-26,0,64
---------XOX------O-XO----OXOX----OOX------X-------------------- X;,0,-36,0,64
--------------------XO----XXOX----XOO-X---XOOO------------------ X;,0,-12,0,64
--------------------XO-----XOX----XOO-X--XXOOO------------------ X;,0,-16,0,64
-----------X------OOX-----OOXX----XOO----XXO-------------------- X;,2,-20,0,64
-----------X-----OX-X----XOXXX----OOO-----XO-------------------- X;,0,-20,0,64
----------XX-----OX-X-----OOXX----XOO-----XO-------------------- X;,0,-20,0,64
-----------X-----XXXX-----OOXX----OOO----XO--------------------- X;,0,-18,0,64
-------------X----OOOO---XOOO-----XXXX-----X-------------------- X;,0,-20,0,64
-----------X------OOX-----OOXX----OXXX---XO--------------------- X;,0,-22,0,64
----------XX------XXXO----XOOX----XOO----X---------------------- X;,0,-24,0,64
-----------X------XOX----XXXOX----XOOO---X---------------------- X;,0,-24,0,64
-------------X----OOX----XOXXX---OXXX------X-------------------- X;,0,-24,0,64
-----------X----XXX-XO---XOXOX----OOO--------------------------- X;,1,-22,0,64
-----------X-----OX-X----XOXXX----XOO-----X-O------------------- X;,0,-24,0,64
------------XO-----X-OO---XXXOX----XOO-----X-------------------- X;,0,-24,0,64
----------OX-----OO-X----XOXXX----XOO----X---------------------- X;,0,-20,0,64
------------X------X-XOO--XXXOO----XOO----X--------------------- X;,0,-28,0,64
O--------O-X-----XO-X----XOOXX----OOO--------------------------- X;,0,-34,0,64
----------OX------OOX----XOXXX----XXX------X-------------------- X;,0,-28,0,64
-------------------OOX----XOOX----XXOX-----OO-------O----------- X;,64,-4,0,64
-----------O-X----OOX-----XOO-----XXOX----X-O------------------- X;,1,-10,0,64
-----------X------XOX-----XOOX----XOO------OO------O------------ X;,0,-10,0,64
-------------------O-X----XOXX----OOOX----XOO-------O----------- X;,1,-12,0,64
-----------OX------XO-----XOO-----XOOX----XOO------------------- X;,0,-12,0,64
-------------X----XOX-----XOOX----XOO------OO------O------------ X;,0,-12,0,64
---X-------X------OOO-----XOO-----XXOX----X-O------------------- X;,0,-14,0,64
----------XO-------XO-----XOOO----XXOX----X-O------------------- X;,0,-16,0,64
-----------O------OOOX----XOXX----XXOO----X--------------------- X;,2,-6,0,64
------------------XXX-----XXXOO----XOO-----OOO------------------ X;,3,-6,0,64
-------------------XXX---OXXX----XOOO-----OOO------------------- X;,0,-8,0,64
------------------X--X----XXXX----XXOOO----OO------O------------ X;,0,-8,0,64
------------------X-------XXXXX---XXOOO----OO------O------------ X;,0,-10,0,64
-------------------XXX---OOXX-----OOO----XOOO------------------- X;,0,-12,0,64
----------------X--XXX---XOXX-----OOO-----OOO------------------- X;,0,-12,0,64
-------------------XXX--XXXXX-----OOO-----OOO------------------- X;,0,-16,0,64
------------------OXXX---OXOOO---XXOO----X---------------------- X;,2,-8,0,64
-----------OX------XXX----XOX----OOOO-----XO-------------------- X;,0,-10,0,64
-------------------XXX---OXOOOO--XXXXX-------------------------- X;,0,-10,0,64
------------------OXXX---OOOXXX--XOOO--------------------------- X;,1,-12,0,64
-----------OX------XOO----XXOX----XOO-----XO-------------------- X;,0,-12,0,64
-----------OX-----OOO-----XOX-----XXXX----XO-------------------- X;,0,-12,0,64
------------O------XOX--XXXOOO---XOOO--------------------------- X;,0,-14,0,64
------------O----X-XOX---XXOOO---XOOO--------------------------- X;,0,-14,0,64
------------------XXXO----XOOOO--X-OOOX------------------------- X;,0,-14,0,64
------------------XXXX---OXOX----OOOO-----XO-------------------- X;,4,-8,0,64
--------------------OX----XXOX----XOOX----XOO-------O----------- X;,0,-8,0,64
-------------------XXX---OXOX----XOOO-----OO------O------------- X;,0,-10,0,64
-----------O-X----OOXX----XOOO----XXO-----X--------------------- X;,0,-12,0,64
-----------O-------OOX----XXOXX---XXOO----X--------------------- X;,0,-12,0,64
-------------------XXX--XXXXX-----OOO----OOO-------------------- X;,0,-14,0,64
-----------O------OOXX--XXOOX-----OXO-----X--------------------- X;,0,-10,0,64
-----------------XXXXX--XXOOOO----OOO--------------------------- X;,0,-12,0,64
-----------X------XXXX--XXOOOO----OOO--------------------------- X;,0,-12,0,64
-----------------OOXXX--XXOOX----XOOO--------------------------- X;,0,-12,0,64
------------------OXXX--XXOXX-----OOO----XO--------------------- X;,0,-14,0,64
---X-------X------OOX-----XXOX----XXOO----X--------------------- X;,0,-14,0,64
---X-------X------OOO-----OOO----OXXXX----X--------------------- X;,0,-14,0,64
-----------O-X----OOOO----XXXX----XXO-----X--------------------- X;,1,-10,0,64
----------O------XOXXX---OOOX-----XOO----X---------------------- X;,0,-12,0,64
-----------O----X-OOXX---XOOX-----XOO----X---------------------- X;,0,-12,0,64
-----------O-X----OOOX----XOOO----XXO-----X--------------------- X;,0,-12,0,64
------------------OXXX---OOOX----XOOO----XO--------------------- X;,0,-14,0,64
----------X-------XXXX---OXOX-----OOO----X-O-------------------- X;,0,-14,0,64
-----------O-X----OOX----OOOO-----XXXX----X--------------------- X;,0,-14,0,64
------------------OXXX---OOOOO----XXXX---X---------------------- X;,0,-18,0,64
------------O------XOX-----XOOX----XOOO---XO-------------------- X;,0,-10,0,64
-----------OX------OO------OOO---XXXOX----X-O------------------- X;,0,-12,0,64
-----------OX-----XOO-----OOOO----OXXX----X--------------------- X;,1,-14,0,64
-----------OX-----OOO-----XXXO----XXXX----X--------------------- X;,0,-14,0,64
------------X------XX------XXOX---OOOOO---XO-------------------- X;,0,-14,0,64
-------------X-----XX------XXOX---OOOOO---XO-------------------- X;,0,-16,0,64
----------XXX-----OOO------OXO----OXXX----X--------------------- X;,0,-20,0,64
---X-------XX------XO-----OOOO----OXXX----X--------------------- X;,0,-20,0,64
------------X-----XXX-----OOXO----OOXX----X-O------------------- X;,0,-10,0,64
-----------------XXXO----OOOOO----OXXX----X--------------------- X;,1,-14,0,64
-----------O------XOO-X---OOOX----OXXX----X--------------------- X;,0,-16,0,64
------------------XXXX----OOXX----OOXX----XO-------------------- X;,1,-18,0,64
------------------X------XXXXX----XOOO----XOO------O------------ X;,1,-20,0,64
------------------XXXX----XXX-----XXOO------OO-------O---------- X;,1,-14,0,64
-------------------XXX-----OXX---XOXXX---OOO-------------------- X;,0,-14,0,64
-------------------XXX----XXXX---OOOXX----XO-------------------- X;,2,-16,0,64
------------------OXXX----XOXX----XOOX----XO-------------------- X;,0,-16,0,64
-------------------XXX-----XXX---OOOOX---XXO-------------------- X;,0,-16,0,64
-------------------XXX-----XXX---XXXXX---OOO-------------------- X;,0,-20,0,64
------------------XXX-----XXX-----XXOX------OOOO---------------- X;,0,-22,0,64
------------------XXO-X---OOOX----OOXX----XO-------------------- X;,0,-14,0,64
-------------X----OXX-----XOOO----XOOX----XO-------------------- X;,0,-14,0,64
-------------X----OXXX-----OXX----OXOX----XO-------------------- X;,0,-14,0,64
-------------X-----XX-----OOOO----XOOX---XXO-------------------- X;,0,-16,0,64
-------------------XO-X----OOX---XXXOX----XOO------------------- X;,0,-18,0,64
-------------------XOOX---XXOX----XOXX----XO-------------------- X;,0,-18,0,64
----------X--------XX----XXXX-----XOOO------OO-------O---------- X;,0,-18,0,64
-----------X-------XX-X----OOX----OOOX----XOO------------------- X;,0,-20,0,64
-------------X-----XX------XOO---XXXOX----XOO------------------- X;,0,-22,0,64
------------X-------XX----XOX-----XOOO----XOO------O------------ X;,1,-16,0,64
-----------X------XX-------XOX----XOOO---XOOO------------------- X;,1,-20,0,64
-------------X----OXX------OOO---XXXOX----X-O------------------- X;,0,-20,0,64
-----------X------XX-----X-XOX----XOOO----OOO------------------- X;,0,-22,0,64
------------O------XOX----XXXOX---XXO-O---X--------------------- X;,0,-12,0,64
-----X------X------XOX----XOOO----XOO-----XO-------------------- X;,0,-14,0,64
-------------------XXX--X-XOOO---XOOO-----XO-------------------- X;,0,-16,0,64
---------------------X----XXXX----XXOX----XOOO-----O------------ X;,0,-16,0,64
-----------OOX-----XOX----XXOO----XXO-----X--------------------- X;,0,-16,0,64
-------------------OOX----XOXX----XOOX----XOO------------------- X;,1,-12,0,64
------------O-----XXOX----XOOX-----OOX----XO-------------------- X;,0,-12,0,64
-------------X-----OXX----XOO-----XOOX----XOO------------------- X;,0,-14,0,64
-----------XO------OOX----XOOX-----OOX----XO-------------------- X;,0,-14,0,64
----------X-------OOOX----XOXX-----OOX----XO-------------------- X;,0,-14,0,64
------------X------XXX----XOOOO----OOX----XO-------------------- X;,0,-14,0,64
------------------OXXX----XOX-----XXOX----XOO------------------- X;,0,-18,0,64
---------------------X---X-OXX----XXOX----XOOO-----O------------ X;,1,-12,0,64
------------O------XOOO----OOO---XXXO-X---X--------------------- X;,0,-14,0,64
-----------X--------XX-X---OOOX----XOOO---XO-------------------- X;,0,-14,0,64
---X--------X------XOX-----OOX----OOO-X---XO-------------------- X;,0,-14,0,64
--------------------XX---X-XXO----XOO-----XOOO-----O------------ X;,0,-14,0,64
-----------X-------XXX-----XXOO----XOO----XOO------------------- X;,0,-14,0,64
-----------XO------OXX----OOOX----OXO-X---X--------------------- X;,0,-16,0,64
-----X------X-----OOOX-----OOO---XXXO-----X--------------------- X;,0,-16,0,64
------------X-----O-XX--X-OOX----XOOO-----XO-------------------- X;,0,-16,0,64
---------------------X----XXXXX---XXOO----XOO------O------------ X;,0,-16,0,64
-----------OOX-----XOX-----XOO---XXXO-----X--------------------- X;,0,-18,0,64
-------------X-----OXX----XOOO----XXOX----XO-------------------- X;,0,-16,0,64
-------------X----XXXX----XOOO----XOO-----XO-------------------- X;,0,-18,0,64
------------XX-----XXX----XOOO----XOO-----XO-------------------- X;,0,-18,0,64
-------------------XXX----OOOX----XOO-X--XXO-------------------- X;,0,-20,0,64
-------------------XXX----OOXX----XOXX---XXO-------------------- X;,0,-20,0,64
----------X--X-----XXX----XOX----OOOO-----XO-------------------- X;,0,-22,0,64
-------------------O-X----XOXXX---OOO-----XOO-------O----------- X;,0,-12,0,64
-----------XO-----X-O----XXXOX-----OO------OO------O------------ X;,0,-12,0,64
---X-------X------OOO------OO----XXXOX----X-O------------------- X;,0,-14,0,64
-----------O-X----OOX------OO----XXXOX----X-O------------------- X;,0,-14,0,64
----------XO-------XO------OX----XXOOX----XOO------------------- X;,0,-14,0,64
------------OX----X-O----XXXOX-----OO------OO------O------------ X;,1,-16,0,64
------------X-----X-XX---OXOX-----OOO----OX-O------------------- X;,0,-14,0,64
------------X-----O-XX--XXOOX-----OOO-----X-O------------------- X;,1,-16,0,64
-----------O-X-----OOX-----XOO---XXXOO----X--------------------- X;,0,-16,0,64
-------------------O-X---XXOXXX----OO-----XOO-------O----------- X;,0,-20,0,64
------------X----OXXXX---OOOX-----XOO----X---------------------- X;,0,-14,0,64
------------X---X--OXX---XOOOO----XOO----X---------------------- X;,0,-16,0,64
------------X----O-XXX---OOOX----XXOO----X---------------------- X;,0,-16,0,64
-----------O-X-----OOX----OOOO---XXXO-----X--------------------- X;,0,-16,0,64
-----------O-X-----OOO----OOO----XXXXX----X--------------------- X;,0,-16,0,64
------------X------OXX---OOOX-----OXXX---XO--------------------- X;,0,-18,0,64
----------X-X------XXX---OOOX-----OOO----XO--------------------- X;,0,-20,0,64
------------X-----OOXX--XXXOX-----XOO----X---------------------- X;,0,-26,0,64
-----------OX-----XOXX--XXXOX-----OOO--------------------------- X;,0,-16,0,64
---X-------X-------XX-----OOOX---XXOO-----XO-------------------- X;,0,-18,0,64
----------X-XO-----XOX--XXXOX-----OOO--------------------------- X;,0,-20,0,64
---X-------X-------XXX----OOX----XXOO-----XO-------------------- X;,0,-22,0,64
---X-------X------OOO-----OOX----XXXXX----X--------------------- X;,0,-24,0,64
-----------------XXX-----XXXXX---OOOO------X-O------------------ X;,0,-10,0,64
-----------------X-X-O----XOO-----XOXX---XXO-------O------------ X;,0,-12,0,64
----------X-------XXXX----XXXX----OOO------X-O------------------ X;,0,-14,0,64
----------X-------XXO-----XXOX-----XOX-----XOO------------------ X;,0,-20,0,64
--------------X----X-X----OOX-----XOXX---XXXO------------------- X;,0,-34,0,64
----------XX-----XXXX------OOX-----OO-----OX-O------------------ X;,0,-14,0,64
----------XO-----XXOXX-----OXX-----XO------X-O------------------ X;,0,-14,0,64
----------X------XXXO-----XOXX----OOO------X-O------------------ X;,0,-16,0,64
----------X------XXXO------OOX-----XOX-----XOO------------------ X;,0,-18,0,64
-------------X------OXX---XXOX-----XOO----X-X----X-------------- X;,0,-38,0,64
-----------------O-XXO---XOXX-----OOXX---XO--------------------- X;,0,-14,0,64
----------X-------XOO-----XXOX-----XOX-----XOO------------------ X;,0,-16,0,64
-----------------XXXX------XXO----XXOO-------OOO---------------- X;,0,-16,0,64
-------------------XXO----XXX----XXXXX--OOO--------------------- X;,0,-20,0,64
-----------O--X----OXX----OOX-----OOXX---XO--------------------- X;,0,-28,0,64
---------XX-------XOO------XOX-----XOX-----XOO------------------ X;,0,-34,0,64
----------O------XOX-----OOXXX-----XXX-----X-O------------------ X;,0,-18,0,64
-----------------XXXX------XX-----XXO-------OO------OO-------O-- X;,0,-18,0,64
-------------------X-O-----XXX--XXXXXX--OOO--------------------- X;,0,-24,0,64
--------------X----XOX-----OXX---OOOXX---XO--------------------- X;,0,-28,0,64
-------------------X-O---X-XXX---XOOXX---OO-----O--------------- X;,0,-30,0,64
---------XO------XO------OOXXX-----XXX-----X-O------------------ X;,0,-42,0,64
-----------OXX----OOX-----XOXX----XOO-----O--------------------- X;,0,-12,0,64
-------------X----OOX-----XOXX----XOX-----OOO------------------- X;,0,-14,0,64
-------------X---XXXXO----XOOX----XOO-----O--------------------- X;,1,-16,0,64
----------X--------XOO----XXOOO---XXXX-------O------------------ X;,0,-16,0,64
-------------O----OXOXX---OOO-----XXO----X-X-------------------- X;,0,-16,0,64
----------X--X----XXX----OOOXX----XOO-----O--------------------- X;,0,-18,0,64
----------X--------XOO----XXOX-----XOX-----XOO------------------ X;,1,-22,0,64
--------------X---OXXX----OOOO----XXO----X-X-------------------- X;,0,-32,0,64
----------X-OX----X-O----XOOOX--X--OO-----O--------------------- X;,0,-14,0,64
-----------------X-X-O----XXOX-----OO----XXO-O-----O------------ X;,0,-16,0,64
-----------------X-X-X----XXX----O-XO----XOO-O-----O------------ X;,0,-16,0,64
----------X--X---OX-X----OOXXX----XOO-----O--------------------- X;,0,-18,0,64
----------X--X----X-X-O-XXXXXO-----OO-----O--------------------- X;,0,-18,0,64
----------X--X-----X-X----XXOOO----XO------OOO------------------ X;,0,-18,0,64
-----------O--X--XXOOX-----OO-----XXO----X-X-------------------- X;,0,-34,0,64
----------X--------X-O----XXXXO----XXO-----OOO------------------ X;,0,-14,0,64
-----------------XOX--X---XOXX-----OOO----OX-O------------------ X;,0,-14,0,64
------------------OX-OX----OOOO---XXXO---X-X-------------------- X;,0,-18,0,64
-----------------X-XO-----XXOXX----OOO----OX-O------------------ X;,0,-20,0,64
--------------X---OOOX-----OXO----XXXO---X-X-------------------- X;,0,-28,0,64
----------X---X---OX-X----XOXX-----XO------OOO------------------ X;,0,-30,0,64
----------X--X----OX-X----XOOX-----XO------XOO------------------ X;,0,-20,0,64
-------------X----OOOX-----OOX----XXXX---X-X-------------------- X;,0,-22,0,64
------------------OX-OX----OOOO---XXXX---X-X-------------------- X;,0,-22,0,64
--------------X---OOOX-----OXO----XXXX---X-X-------------------- X;,0,-34,0,64
----------X---X----X-XO---XXXO-----XO------XOO------------------ X;,0,-36,0,64
------------O-X---OXOX-----XOO----XXO----X-X-------------------- X;,0,-34,0,64
-------------OX--XXX-O-----OOO----XXO----X-X-------------------- X;,0,-36,0,64
--------------X---OOOX-----OXX----XXXX---X-X-------------------- X;,0,-36,0,64
--------------X---OOOXX----OOX----XXX----X-X-------------------- X;,0,-42,0,64
-------------X----OOX----XOOO-----OXXX----OX-------------------- X;,0,-14,0,64
-----------X-X-----XXX----OOOX----OOO----XO--------------------- X;,0,-14,0,64
-------------X----XXX----XXOO-----XOO-----OOO------------------- X;,0,-16,0,64
-----------XO------OOXX---OOOX----XOO----X---------------------- X;,0,-16,0,64
------------XX-----XX----XXOO-----XOO-----OOO------------------- X;,2,-18,0,64
-----------XO------XOO---XXXOX----XOO----X---------------------- X;,0,-18,0,64
-----------X------OOOO----OOXX----XXXX---X---------------------- X;,0,-18,0,64
-------------X-----OX----XOXXX---OOOX-----OX-------------------- X;,0,-20,0,64
-----------------X--OX----XXXXO----XXO-----XOO------------------ X;,0,-14,0,64
----------X--------X-------OXXX---OOOX----XOOO------------------ X;,1,-18,0,64
------------------XXX-X----XXX----XOX-----OOOO------------------ X;,0,-18,0,64
------------------XO--X----OOX----XOOO---XXXX------------------- X;,0,-18,0,64
-------------X-----XXX----OOOX----XOO----X--OX------------------ X;,0,-18,0,64
----------X-------OXOO-----XOX----XOXX---XO--------------------- X;,0,-16,0,64
------------X-----OOXO-----XOX----XOXX---XO--------------------- X;,0,-16,0,64
-------------X----OOXX-----XOX----XXXO---X----O----------------- X;,0,-20,0,64
-----------X------OXXO-----XOX----XOXX---XO--------------------- X;,0,-22,0,64
---------X-------OOOOO-----XXX----XXXX---X---------------------- X;,0,-32,0,64
--------------X---OOOOO----XXX----XXXX---X---------------------- X;,0,-32,0,64
-------------X-----OOO----XOO-----XXXX---XXX-------------------- X;,0,-18,0,64
------------OX----XXOX----XOOX----XOO----X---------------------- X;,0,-20,0,64
-------------X-----XXX----OOOOO---XXXX---X---------------------- X;,0,-20,0,64
------------OX-----XOX----XOOX---XXOO----X---------------------- X;,0,-22,0,64
-------------X-----XXX----OOXX----XOO----XXO-------------------- X;,0,-22,0,64
-------------X----OXXX---XXOXX----XOO----X---------------------- X;,0,-24,0,64
-------------X-----XXX----OXOX----OOX----XOX-------------------- X;,0,-24,0,64
-----------O-------OXXX---OOXX----XXO----XX--------------------- X;,0,-18,0,64
-------------------XXXX---OOXX----OOX----XO-X------------------- X;,0,-18,0,64
-----------O------XOXXX---XOOX----XOO----X---------------------- X;,0,-20,0,64
------------O------XOXX---XOOX---XXOO----X---------------------- X;,0,-22,0,64
------------------OXXXX--XXOXX----XOO----X---------------------- X;,0,-22,0,64
